kps 0.3
kis 0.7

kpp 30
kip 120
kdp 0.5

pitch set point, pitch, speed set point, speed, filtered speed
1.51, 1.16, 3.00, 4.00, 2.83
1.52, 1.17, 3.00, 2.50, 2.81
1.52, 1.21, 3.00, 3.00, 2.80
1.53, 1.24, 3.00, 3.00, 2.79
1.53, 1.24, 3.00, 2.00, 2.78
1.53, 1.30, 3.00, 3.50, 2.76
1.54, 1.30, 3.00, 2.50, 2.76
1.54, 1.31, 3.00, 3.50, 2.75
1.54, 1.32, 3.00, 2.50, 2.75
1.54, 1.34, 3.00, 2.50, 2.75
1.54, 1.36, 3.00, 3.50, 2.74
1.54, 1.36, 3.00, 2.00, 2.74
1.54, 1.42, 3.00, 3.50, 2.74
1.54, 1.43, 3.00, 3.00, 2.75
1.54, 1.45, 3.00, 3.00, 2.75
1.54, 1.48, 3.00, 3.00, 2.76
1.54, 1.52, 3.00, 3.00, 2.77
1.54, 1.52, 3.00, 1.50, 2.77
1.54, 1.54, 3.00, 4.00, 2.78
1.54, 1.54, 3.00, 2.50, 2.78
1.54, 1.57, 3.00, 3.50, 2.79
1.53, 1.62, 3.00, 2.50, 2.80
1.53, 1.64, 3.00, 2.50, 2.80
1.53, 1.66, 3.00, 3.00, 2.81
1.53, 1.66, 3.00, 2.00, 2.81
1.53, 1.68, 3.00, 3.50, 2.81
1.53, 1.68, 3.00, 2.00, 2.81
1.53, 1.73, 3.00, 3.50, 2.81
1.54, 1.75, 3.00, 3.00, 2.81
1.53, 1.77, 3.00, 3.00, 2.81
1.53, 1.79, 3.00, 3.00, 2.82
1.53, 1.79, 3.00, 2.00, 2.82
1.53, 1.83, 3.00, 4.00, 2.82
1.53, 1.85, 3.00, 2.50, 2.83
1.53, 1.85, 3.00, 3.50, 2.84
1.53, 1.87, 3.00, 3.00, 2.84
1.53, 1.86, 3.00, 3.00, 2.85
1.52, 1.89, 3.00, 3.50, 2.87
1.52, 1.89, 3.00, 2.00, 2.88
1.52, 1.88, 3.00, 3.50, 2.89
1.51, 1.91, 3.00, 3.50, 2.90
1.51, 1.87, 3.00, 3.50, 2.91
1.50, 1.89, 3.00, 3.50, 2.93
1.50, 1.90, 3.00, 3.50, 2.95
1.49, 1.90, 3.00, 2.00, 2.97
1.49, 1.92, 3.00, 4.50, 2.99
1.48, 1.92, 3.00, 2.00, 3.00
1.48, 1.94, 3.00, 5.00, 3.02
1.47, 1.94, 3.00, 3.00, 3.05
1.46, 1.94, 3.00, 3.00, 3.07
1.46, 1.95, 3.00, 4.00, 3.09
1.45, 1.95, 3.00, 2.00, 3.11
1.44, 1.93, 3.00, 5.00, 3.13
1.43, 1.93, 3.00, 3.00, 3.16
1.43, 1.93, 3.00, 3.50, 3.18
1.42, 1.94, 3.00, 3.50, 3.20
1.41, 1.95, 3.00, 3.00, 3.23
1.41, 1.95, 3.00, 4.00, 3.25
1.40, 1.95, 3.00, 2.50, 3.26
1.39, 1.97, 3.00, 4.50, 3.28
1.39, 1.96, 3.00, 3.50, 3.30
1.38, 1.94, 3.00, 4.00, 3.32
1.37, 1.91, 3.00, 3.50, 3.35
1.36, 1.90, 3.00, 3.50, 3.37
1.36, 1.90, 3.00, 2.50, 3.39
1.35, 1.90, 3.00, 4.00, 3.40
1.35, 1.90, 3.00, 3.00, 3.41
1.34, 1.91, 3.00, 4.50, 3.43
1.34, 1.90, 3.00, 4.00, 3.44
1.33, 1.88, 3.00, 4.00, 3.46
1.32, 1.86, 3.00, 3.50, 3.48
1.31, 1.86, 3.00, 3.00, 3.50
1.31, 1.84, 3.00, 5.00, 3.52
1.30, 1.84, 3.00, 3.00, 3.54
1.29, 1.80, 3.00, 5.00, 3.56
1.28, 1.79, 3.00, 4.00, 3.59
1.27, 1.76, 3.00, 3.50, 3.61
1.26, 1.75, 3.00, 4.00, 3.64
1.26, 1.75, 3.00, 3.00, 3.66
1.25, 1.70, 3.00, 5.00, 3.68
1.24, 1.70, 3.00, 4.00, 3.70
1.23, 1.69, 3.00, 4.00, 3.72
1.22, 1.67, 3.00, 4.00, 3.75
1.21, 1.67, 3.00, 4.50, 3.77
1.20, 1.67, 3.00, 4.00, 3.80
1.19, 1.67, 3.00, 3.00, 3.82
1.18, 1.63, 3.00, 5.00, 3.84
1.18, 1.58, 3.00, 4.00, 3.86
1.17, 1.54, 3.00, 4.50, 3.88
1.16, 1.54, 3.00, 4.00, 3.91
1.15, 1.52, 3.00, 4.00, 3.93
1.14, 1.52, 3.00, 2.50, 3.94
1.13, 1.50, 3.00, 5.50, 3.95
1.13, 1.50, 3.00, 3.00, 3.97
1.12, 1.47, 3.00, 5.50, 3.98
1.11, 1.46, 3.00, 4.00, 3.99
1.11, 1.44, 3.00, 4.00, 4.01
1.10, 1.40, 3.00, 4.50, 4.03
1.09, 1.40, 3.00, 3.00, 4.04
1.08, 1.36, 3.00, 5.50, 4.05
1.08, 1.32, 3.00, 4.00, 4.07
1.07, 1.29, 3.00, 3.50, 4.08
1.06, 1.26, 3.00, 4.50, 4.09
1.06, 1.26, 3.00, 4.00, 4.10
1.05, 1.27, 3.00, 4.00, 4.11
1.05, 1.27, 3.00, 3.00, 4.11
1.05, 1.28, 3.00, 5.50, 4.11
1.04, 1.28, 3.00, 4.00, 4.12
1.04, 1.27, 3.00, 4.50, 4.13
1.03, 1.24, 3.00, 4.00, 4.13
1.02, 1.22, 3.00, 4.00, 4.14
1.02, 1.22, 3.00, 2.50, 4.14
1.02, 1.15, 3.00, 5.00, 4.14
1.02, 1.15, 3.00, 3.50, 4.13
1.02, 1.13, 3.00, 4.50, 4.12
1.01, 1.14, 3.00, 4.00, 4.12
1.01, 1.11, 3.00, 4.00, 4.12
1.01, 1.11, 3.00, 3.50, 4.11
1.01, 1.11, 3.00, 3.50, 4.10
1.01, 1.03, 3.00, 5.00, 4.09
1.01, 1.03, 3.00, 2.50, 4.08
1.01, 0.99, 3.00, 5.50, 4.07
1.01, 0.95, 3.00, 3.50, 4.06
1.01, 0.93, 3.00, 4.50, 4.06
1.01, 0.93, 3.00, 4.00, 4.06
1.01, 0.93, 3.00, 2.50, 4.05
1.01, 0.89, 3.00, 5.50, 4.04
1.00, 0.87, 3.00, 3.50, 4.03
1.00, 0.90, 3.00, 4.50, 4.03
1.00, 0.85, 3.00, 4.00, 4.03
1.00, 0.83, 3.00, 4.00, 4.03
0.99, 0.80, 3.00, 4.00, 4.03
0.99, 0.80, 3.00, 2.50, 4.02
0.99, 0.77, 3.00, 5.00, 4.01
0.99, 0.77, 3.00, 4.00, 4.01
0.99, 0.78, 3.00, 4.00, 4.00
0.99, 0.77, 3.00, 4.00, 4.00
0.99, 0.77, 3.00, 3.50, 4.00
0.99, 0.77, 3.00, 2.50, 3.99
0.99, 0.76, 3.00, 5.50, 3.98
0.99, 0.76, 3.00, 2.50, 3.97
0.99, 0.74, 3.00, 4.50, 3.95
0.99, 0.75, 3.00, 3.50, 3.94
0.99, 0.72, 3.00, 3.50, 3.93
0.99, 0.69, 3.00, 3.50, 3.92
1.00, 0.69, 3.00, 2.50, 3.90
1.00, 0.66, 3.00, 4.00, 3.87
1.01, 0.66, 3.00, 3.50, 3.85
1.01, 0.63, 3.00, 3.50, 3.83
1.01, 0.65, 3.00, 3.50, 3.80
1.02, 0.65, 3.00, 4.00, 3.78
1.02, 0.65, 3.00, 3.50, 3.76
1.03, 0.65, 3.00, 3.00, 3.74
1.03, 0.64, 3.00, 4.50, 3.72
1.03, 0.61, 3.00, 3.50, 3.71
1.03, 0.57, 3.00, 4.00, 3.70
1.03, 0.52, 3.00, 4.00, 3.69
1.03, 0.51, 3.00, 3.50, 3.69
1.03, 0.51, 3.00, 2.50, 3.68
1.04, 0.46, 3.00, 4.50, 3.67
1.04, 0.46, 3.00, 2.50, 3.66
1.04, 0.44, 3.00, 4.50, 3.65
1.04, 0.46, 3.00, 3.50, 3.64
1.04, 0.47, 3.00, 3.50, 3.63
1.04, 0.44, 3.00, 3.00, 3.62
1.04, 0.44, 3.00, 3.00, 3.61
1.04, 0.42, 3.00, 4.50, 3.60
1.04, 0.42, 3.00, 2.50, 3.59
1.05, 0.39, 3.00, 4.50, 3.58
1.05, 0.35, 3.00, 3.50, 3.57
1.05, 0.34, 3.00, 2.50, 3.57
1.05, 0.34, 3.00, 3.50, 3.55
1.05, 0.34, 3.00, 2.50, 3.54
1.05, 0.32, 3.00, 4.50, 3.52
1.06, 0.33, 3.00, 2.50, 3.51
1.06, 0.31, 3.00, 3.50, 3.50
1.06, 0.28, 3.00, 3.00, 3.48
1.07, 0.26, 3.00, 3.00, 3.46
1.07, 0.24, 3.00, 3.00, 3.44
1.08, 0.24, 3.00, 2.00, 3.42
1.09, 0.26, 3.00, 3.00, 3.39
1.09, 0.25, 3.00, 3.00, 3.36
1.10, 0.25, 3.00, 2.50, 3.33
1.11, 0.23, 3.00, 2.50, 3.29
1.12, 0.21, 3.00, 2.00, 3.26
1.14, 0.21, 3.00, 1.50, 3.21
1.15, 0.27, 3.00, 2.50, 3.16
1.17, 0.27, 3.00, 1.50, 3.10
1.18, 0.47, 3.00, 2.50, 3.05
1.20, 0.62, 3.00, 2.00, 2.99
1.22, 0.71, 3.00, 2.00, 2.93
1.24, 0.78, 3.00, 2.50, 2.87
1.26, 0.78, 3.00, 2.00, 2.81
1.27, 0.80, 3.00, 3.00, 2.76
1.29, 0.82, 3.00, 2.50, 2.71
1.30, 0.88, 3.00, 2.50, 2.66
1.32, 0.90, 3.00, 2.00, 2.63
1.33, 0.82, 3.00, 2.00, 2.59
1.34, 0.81, 3.00, 2.00, 2.55
1.36, 0.81, 3.00, 1.00, 2.51
1.37, 0.81, 3.00, 2.00, 2.46
1.39, 0.91, 3.00, 2.00, 2.41
1.40, 1.01, 3.00, 1.50, 2.37
1.42, 1.06, 3.00, 1.50, 2.32
1.43, 1.09, 3.00, 2.50, 2.28
1.45, 1.09, 3.00, 1.50, 2.23
1.46, 1.17, 3.00, 3.50, 2.20
1.47, 1.17, 3.00, 1.50, 2.17
1.48, 1.16, 3.00, 2.50, 2.15
1.49, 1.14, 3.00, 2.00, 2.12
1.50, 1.10, 3.00, 2.00, 2.11
1.51, 1.13, 3.00, 2.00, 2.09
1.51, 1.13, 3.00, 1.00, 2.07
1.52, 1.20, 3.00, 2.50, 2.05
1.53, 1.20, 3.00, 1.50, 2.03
1.54, 1.29, 3.00, 2.00, 2.02
1.55, 1.35, 3.00, 2.00, 2.00
1.55, 1.37, 3.00, 2.00, 1.98
1.56, 1.39, 3.00, 2.50, 1.97
1.57, 1.39, 3.00, 1.00, 1.96
1.57, 1.44, 3.00, 3.00, 1.95
1.58, 1.44, 3.00, 2.00, 1.95
1.58, 1.45, 3.00, 2.00, 1.95
1.58, 1.47, 3.00, 2.00, 1.95
1.59, 1.48, 3.00, 2.00, 1.95
1.59, 1.50, 3.00, 2.00, 1.95
1.59, 1.50, 3.00, 1.50, 1.95
1.59, 1.52, 3.00, 2.00, 1.94
1.60, 1.54, 3.00, 2.00, 1.94
1.60, 1.56, 3.00, 2.00, 1.94
1.61, 1.59, 3.00, 2.00, 1.94
1.61, 1.61, 3.00, 2.00, 1.94
1.61, 1.61, 3.00, 1.50, 1.94
1.61, 1.63, 3.00, 3.00, 1.94
1.62, 1.63, 3.00, 1.50, 1.94
1.62, 1.66, 3.00, 3.00, 1.95
1.62, 1.67, 3.00, 2.00, 1.95
1.62, 1.67, 3.00, 2.50, 1.97
1.62, 1.68, 3.00, 2.00, 1.98
1.62, 1.68, 3.00, 1.50, 1.99
1.62, 1.68, 3.00, 3.00, 2.00
1.61, 1.69, 3.00, 2.50, 2.01
1.61, 1.70, 3.00, 2.00, 2.03
1.61, 1.72, 3.00, 2.50, 2.05
1.61, 1.74, 3.00, 2.50, 2.06
1.60, 1.74, 3.00, 2.50, 2.08
1.60, 1.74, 3.00, 1.50, 2.10
1.60, 1.76, 3.00, 3.50, 2.12
1.60, 1.76, 3.00, 2.00, 2.14
1.59, 1.76, 3.00, 3.00, 2.16
1.59, 1.77, 3.00, 2.50, 2.18
1.58, 1.79, 3.00, 2.50, 2.20
1.58, 1.79, 3.00, 2.00, 2.23
1.57, 1.79, 3.00, 2.50, 2.25
1.57, 1.79, 3.00, 2.00, 2.26
1.57, 1.82, 3.00, 3.00, 2.28
1.57, 1.83, 3.00, 2.00, 2.30
1.56, 1.83, 3.00, 2.50, 2.31
1.56, 1.85, 3.00, 2.50, 2.32
1.56, 1.85, 3.00, 1.50, 2.34
1.56, 1.88, 3.00, 2.50, 2.34
1.56, 1.88, 3.00, 2.00, 2.34
1.56, 1.89, 3.00, 2.50, 2.35
1.56, 1.88, 3.00, 2.50, 2.35
1.56, 1.87, 3.00, 2.50, 2.35
1.56, 1.86, 3.00, 2.00, 2.35
1.57, 1.86, 3.00, 1.50, 2.35
1.57, 1.87, 3.00, 2.50, 2.35
1.57, 1.89, 3.00, 2.50, 2.34
1.58, 1.91, 3.00, 2.00, 2.34
1.58, 1.93, 3.00, 2.00, 2.33
1.58, 1.95, 3.00, 2.50, 2.33
1.59, 1.95, 3.00, 2.50, 2.32
1.59, 1.95, 3.00, 1.50, 2.31
1.59, 1.97, 3.00, 3.00, 2.31
1.60, 1.96, 3.00, 2.50, 2.30
1.60, 1.95, 3.00, 2.00, 2.30
1.60, 1.95, 3.00, 2.50, 2.30
1.61, 1.97, 3.00, 2.50, 2.30
1.61, 1.97, 3.00, 2.00, 2.30
1.61, 1.97, 3.00, 2.50, 2.30
1.61, 1.97, 3.00, 1.50, 2.30
1.61, 1.98, 3.00, 3.50, 2.30
1.62, 1.97, 3.00, 2.00, 2.30
1.62, 1.96, 3.00, 2.50, 2.30
1.62, 1.95, 3.00, 2.50, 2.30
1.62, 1.95, 3.00, 1.50, 2.30
1.62, 1.94, 3.00, 3.50, 2.31
1.62, 1.94, 3.00, 2.00, 2.31
1.62, 1.94, 3.00, 2.50, 2.32
1.62, 1.94, 3.00, 2.50, 2.32
1.62, 1.93, 3.00, 2.50, 2.33
1.62, 1.93, 3.00, 2.00, 2.33
1.62, 1.93, 3.00, 1.50, 2.34
1.63, 1.93, 3.00, 3.50, 2.34
1.63, 1.93, 3.00, 2.50, 2.34
1.63, 1.91, 3.00, 2.50, 2.35
1.63, 1.88, 3.00, 2.50, 2.35
1.62, 1.86, 3.00, 2.50, 2.36
1.62, 1.83, 3.00, 2.50, 2.37
1.62, 1.83, 3.00, 2.00, 2.38
1.62, 1.80, 3.00, 3.00, 2.38
1.62, 1.78, 3.00, 3.00, 2.39
1.62, 1.78, 3.00, 2.00, 2.40
1.62, 1.76, 3.00, 3.00, 2.41
1.62, 1.75, 3.00, 2.50, 2.42
1.62, 1.75, 3.00, 2.00, 2.44
1.62, 1.72, 3.00, 3.50, 2.44
1.61, 1.72, 3.00, 2.00, 2.46
1.61, 1.68, 3.00, 3.00, 2.47
1.61, 1.68, 3.00, 2.50, 2.48
1.61, 1.65, 3.00, 2.50, 2.49
1.61, 1.62, 3.00, 3.00, 2.50
1.60, 1.62, 3.00, 1.50, 2.51
1.60, 1.56, 3.00, 3.50, 2.52
1.60, 1.56, 3.00, 2.50, 2.53
1.60, 1.56, 3.00, 2.50, 2.53
1.60, 1.56, 3.00, 2.50, 2.54
1.60, 1.55, 3.00, 3.00, 2.55
1.60, 1.53, 3.00, 2.50, 2.56
1.60, 1.53, 3.00, 2.00, 2.56
1.60, 1.48, 3.00, 3.50, 2.57
1.60, 1.48, 3.00, 2.50, 2.58
1.59, 1.46, 3.00, 2.50, 2.59
1.59, 1.45, 3.00, 2.50, 2.59
1.59, 1.44, 3.00, 2.50, 2.60
1.59, 1.44, 3.00, 2.00, 2.60
1.59, 1.42, 3.00, 3.00, 2.60
1.60, 1.42, 3.00, 2.00, 2.60
1.60, 1.38, 3.00, 3.00, 2.59
1.60, 1.35, 3.00, 2.50, 2.59
1.60, 1.35, 3.00, 2.50, 2.59
1.60, 1.34, 3.00, 2.50, 2.59
1.61, 1.34, 3.00, 1.50, 2.58
1.61, 1.31, 3.00, 3.00, 2.58
1.61, 1.30, 3.00, 3.00, 2.57
1.61, 1.28, 3.00, 2.50, 2.57
1.62, 1.27, 3.00, 2.50, 2.56
1.62, 1.25, 3.00, 2.50, 2.56
1.62, 1.23, 3.00, 2.50, 2.56
1.62, 1.23, 3.00, 1.50, 2.55
1.63, 1.18, 3.00, 3.50, 2.55
1.63, 1.16, 3.00, 2.50, 2.54
1.63, 1.14, 3.00, 2.00, 2.54
1.64, 1.14, 3.00, 1.50, 2.53
1.64, 1.14, 3.00, 2.00, 2.52
1.65, 1.13, 3.00, 1.00, 2.50
1.66, 1.13, 3.00, 1.50, 2.47
1.67, 1.11, 3.00, 1.50, 2.43
1.68, 1.14, 3.00, 1.00, 2.39
1.70, 1.29, 3.00, 1.00, 2.35
1.72, 1.41, 3.00, 1.50, 2.29
1.74, 1.53, 3.00, 1.00, 2.24
1.76, 1.53, 3.00, 1.50, 2.18
1.78, 1.65, 3.00, 2.50, 2.13
1.79, 1.65, 3.00, 1.50, 2.08
1.81, 1.70, 3.00, 2.50, 2.03
1.82, 1.73, 3.00, 2.00, 2.00
1.83, 1.72, 3.00, 2.00, 1.97
1.84, 1.61, 3.00, 1.50, 1.94
1.86, 1.61, 3.00, 1.00, 1.91
1.87, 1.64, 3.00, 2.00, 1.88
1.88, 1.61, 3.00, 1.50, 1.86
1.89, 1.67, 3.00, 1.00, 1.83
1.90, 1.76, 3.00, 1.50, 1.80
1.92, 1.83, 3.00, 1.50, 1.77
1.93, 1.85, 3.00, 2.00, 1.74
1.94, 1.85, 3.00, 1.00, 1.72
1.95, 1.91, 3.00, 2.00, 1.69
1.96, 1.99, 3.00, 2.50, 1.68
1.97, 1.96, 3.00, 1.50, 1.66
1.97, 1.96, 3.00, 1.50, 1.66
1.98, 1.92, 3.00, 1.50, 1.65
1.99, 1.92, 3.00, 1.50, 1.64
1.99, 1.94, 3.00, 2.00, 1.63
2.00, 1.94, 3.00, 0.50, 1.62
2.01, 2.02, 3.00, 2.00, 1.61
2.01, 2.06, 3.00, 1.50, 1.60
2.02, 2.10, 3.00, 2.00, 1.59
2.02, 2.12, 3.00, 1.50, 1.58
2.03, 2.12, 3.00, 1.50, 1.58
2.03, 2.15, 3.00, 2.50, 1.58
2.04, 2.15, 3.00, 1.00, 1.58
2.04, 2.13, 3.00, 2.00, 1.58
2.04, 2.11, 3.00, 1.50, 1.58
2.05, 2.13, 3.00, 1.50, 1.58
2.05, 2.14, 3.00, 2.00, 1.59
2.05, 2.14, 3.00, 1.00, 1.59
2.06, 2.14, 3.00, 2.00, 1.59
2.06, 2.15, 3.00, 1.50, 1.59
2.07, 2.15, 3.00, 2.00, 1.59
2.07, 2.14, 3.00, 1.50, 1.60
2.07, 2.15, 3.00, 2.50, 1.60
2.07, 2.16, 3.00, 1.50, 1.61
2.07, 2.16, 3.00, 2.00, 1.62
2.07, 2.15, 3.00, 2.50, 1.63
2.07, 2.14, 3.00, 2.00, 1.65
2.07, 2.12, 3.00, 1.50, 1.67
2.07, 2.11, 3.00, 2.50, 1.69
2.07, 2.09, 3.00, 1.50, 1.70
2.07, 2.09, 3.00, 1.50, 1.72
2.06, 1.96, 3.00, 2.50, 1.73
2.06, 1.96, 3.00, 1.50, 1.75
2.06, 1.96, 3.00, 2.50, 1.76
2.06, 1.96, 3.00, 2.50, 1.78
2.06, 1.96, 3.00, 1.50, 1.80
2.06, 1.94, 3.00, 2.50, 1.82
2.05, 1.94, 3.00, 2.00, 1.84
2.05, 1.91, 3.00, 2.50, 1.86
2.05, 1.89, 3.00, 2.50, 1.88
2.04, 1.87, 3.00, 1.50, 1.91
2.04, 1.86, 3.00, 2.50, 1.93
2.04, 1.85, 3.00, 2.00, 1.95
2.03, 1.86, 3.00, 2.00, 1.97
2.03, 1.86, 3.00, 1.50, 1.98
2.03, 1.85, 3.00, 3.50, 2.00
2.03, 1.85, 3.00, 1.50, 2.02
2.02, 1.84, 3.00, 2.00, 2.03
2.02, 1.82, 3.00, 2.50, 2.05
2.02, 1.80, 3.00, 2.00, 2.06
2.02, 1.80, 3.00, 1.50, 2.07
2.02, 1.79, 3.00, 2.50, 2.08
2.02, 1.79, 3.00, 2.00, 2.09
2.02, 1.77, 3.00, 2.00, 2.09
2.02, 1.77, 3.00, 2.50, 2.10
2.02, 1.73, 3.00, 2.00, 2.11
2.02, 1.73, 3.00, 2.00, 2.11
2.02, 1.73, 3.00, 1.50, 2.12
2.03, 1.70, 3.00, 2.50, 2.12
2.03, 1.69, 3.00, 2.50, 2.12
2.03, 1.70, 3.00, 2.00, 2.12
2.03, 1.69, 3.00, 2.00, 2.13
2.03, 1.69, 3.00, 2.00, 2.13
2.04, 1.66, 3.00, 2.50, 2.13
2.04, 1.66, 3.00, 1.50, 2.13
2.04, 1.64, 3.00, 2.50, 2.13
2.04, 1.63, 3.00, 2.50, 2.13
2.04, 1.62, 3.00, 2.00, 2.13
2.05, 1.61, 3.00, 2.50, 2.14
2.05, 1.59, 3.00, 1.50, 2.14
2.05, 1.61, 3.00, 2.00, 2.14
2.05, 1.61, 3.00, 1.00, 2.14
2.06, 1.62, 3.00, 2.50, 2.13
2.06, 1.63, 3.00, 1.50, 2.12
2.07, 1.66, 3.00, 2.00, 2.11
2.08, 1.69, 3.00, 2.00, 2.09
2.08, 1.69, 3.00, 1.50, 2.08
2.09, 1.69, 3.00, 1.50, 2.07
2.10, 1.68, 3.00, 2.50, 2.05
2.10, 1.68, 3.00, 1.00, 2.04
2.11, 1.67, 3.00, 2.00, 2.02
2.12, 1.67, 3.00, 1.00, 2.00
2.13, 1.72, 3.00, 1.00, 1.97
2.14, 1.75, 3.00, 1.00, 1.94
2.16, 1.75, 3.00, 1.00, 1.91
2.17, 1.79, 3.00, 1.50, 1.87
2.18, 1.81, 3.00, 1.50, 1.83
2.20, 1.84, 3.00, 1.00, 1.80
2.21, 1.86, 3.00, 1.50, 1.76
2.23, 1.89, 3.00, 1.50, 1.72
2.24, 1.92, 3.00, 2.00, 1.69
2.25, 1.92, 3.00, 1.00, 1.66
2.27, 1.98, 3.00, 2.00, 1.64
2.28, 2.03, 3.00, 1.50, 1.61
2.29, 2.09, 3.00, 1.50, 1.59
2.30, 2.02, 3.00, 1.50, 1.58
2.30, 2.05, 3.00, 1.50, 1.56
2.31, 2.05, 3.00, 0.50, 1.54
2.32, 2.04, 3.00, 2.00, 1.52
2.33, 2.04, 3.00, 0.50, 1.51
2.34, 2.09, 3.00, 1.50, 1.49
2.35, 2.15, 3.00, 1.00, 1.46
2.36, 2.20, 3.00, 1.00, 1.44
2.38, 2.25, 3.00, 2.00, 1.42
2.38, 2.25, 3.00, 1.00, 1.41
2.39, 2.27, 3.00, 1.50, 1.39
2.40, 2.25, 3.00, 1.50, 1.38
2.41, 2.23, 3.00, 1.50, 1.37
2.42, 2.22, 3.00, 1.50, 1.36
2.42, 2.22, 3.00, 1.00, 1.35
2.43, 2.22, 3.00, 1.50, 1.35
2.44, 2.22, 3.00, 1.00, 1.34
2.44, 2.28, 3.00, 2.00, 1.34
2.45, 2.32, 3.00, 1.50, 1.33
2.45, 2.35, 3.00, 1.50, 1.33
2.46, 2.35, 3.00, 2.00, 1.34
2.46, 2.33, 3.00, 1.50, 1.35
2.46, 2.33, 3.00, 1.00, 1.35
2.46, 2.33, 3.00, 2.00, 1.36
2.47, 2.33, 3.00, 1.00, 1.37
2.47, 2.36, 3.00, 1.50, 1.37
2.47, 2.39, 3.00, 1.50, 1.38
2.47, 2.42, 3.00, 1.00, 1.38
2.48, 2.43, 3.00, 2.00, 1.39
2.48, 2.43, 3.00, 1.00, 1.39
2.48, 2.46, 3.00, 2.00, 1.40
2.49, 2.46, 3.00, 1.00, 1.40
2.49, 2.48, 3.00, 2.00, 1.41
2.49, 2.47, 3.00, 2.00, 1.42
2.49, 2.46, 3.00, 1.00, 1.43
2.49, 2.45, 3.00, 2.00, 1.44
2.50, 2.45, 3.00, 1.00, 1.44
2.50, 2.46, 3.00, 2.00, 1.45
2.50, 2.46, 3.00, 1.50, 1.46
2.50, 2.49, 3.00, 1.50, 1.47
2.50, 2.53, 3.00, 1.50, 1.48
2.50, 2.55, 3.00, 2.00, 1.49
2.51, 2.54, 3.00, 2.00, 1.50
2.51, 2.54, 3.00, 1.00, 1.51
2.51, 2.55, 3.00, 2.00, 1.52
2.51, 2.54, 3.00, 1.50, 1.53
2.51, 2.54, 3.00, 1.50, 1.54
2.51, 2.55, 3.00, 2.00, 1.55
2.51, 2.58, 3.00, 1.50, 1.56
2.51, 2.58, 3.00, 1.50, 1.57
2.51, 2.61, 3.00, 2.00, 1.58
2.52, 2.61, 3.00, 1.00, 1.58
2.52, 2.62, 3.00, 2.50, 1.59
2.52, 2.62, 3.00, 1.00, 1.60
2.52, 2.60, 3.00, 2.00, 1.61
2.52, 2.60, 3.00, 1.50, 1.61
2.53, 2.60, 3.00, 1.00, 1.62
2.53, 2.63, 3.00, 2.00, 1.62
2.53, 2.66, 3.00, 1.00, 1.62
2.54, 2.70, 3.00, 1.50, 1.62
2.54, 2.73, 3.00, 1.50, 1.61
2.55, 2.74, 3.00, 2.00, 1.61
2.55, 2.75, 3.00, 1.00, 1.60
2.56, 2.75, 3.00, 1.00, 1.60
2.57, 2.77, 3.00, 2.00, 1.59
2.57, 2.78, 3.00, 1.00, 1.58
2.58, 2.80, 3.00, 1.00, 1.57
2.59, 2.82, 3.00, 1.50, 1.56
2.59, 2.85, 3.00, 1.50, 1.55
2.60, 2.85, 3.00, 1.00, 1.53
2.61, 2.90, 3.00, 1.50, 1.52
2.62, 2.90, 3.00, 1.00, 1.51
2.63, 2.92, 3.00, 2.00, 1.49
2.64, 2.95, 3.00, 1.00, 1.48
2.64, 2.95, 3.00, 1.00, 1.47
2.65, 2.96, 3.00, 2.00, 1.45
2.66, 2.96, 3.00, 1.00, 1.44
2.67, 2.97, 3.00, 1.50, 1.43
2.67, 2.97, 3.00, 1.50, 1.42
2.68, 2.99, 3.00, 1.50, 1.42
2.69, 3.01, 3.00, 1.50, 1.41
2.69, 3.03, 3.00, 2.00, 1.41
2.70, 3.04, 3.00, 1.00, 1.41
2.70, 3.04, 3.00, 1.50, 1.41
2.71, 3.09, 3.00, 2.00, 1.41
2.71, 3.08, 3.00, 2.00, 1.41
2.71, 3.07, 3.00, 1.50, 1.42
2.71, 3.06, 3.00, 1.00, 1.43
2.71, 3.05, 3.00, 2.00, 1.44
2.72, 3.05, 3.00, 1.50, 1.44
2.72, 3.05, 3.00, 1.00, 1.45
2.72, 3.07, 3.00, 2.00, 1.46
2.72, 3.08, 3.00, 1.50, 1.46
2.73, 3.12, 3.00, 2.00, 1.47
2.73, 3.12, 3.00, 1.50, 1.48
2.73, 3.12, 3.00, 2.00, 1.49
2.73, 3.12, 3.00, 1.50, 1.50
2.73, 3.12, 3.00, 2.50, 1.52
2.73, 3.12, 3.00, 1.50, 1.53
2.73, 3.10, 3.00, 2.00, 1.55
2.73, 3.09, 3.00, 2.00, 1.57
2.72, 3.09, 3.00, 1.50, 1.59
2.72, 3.08, 3.00, 2.50, 1.61
2.72, 3.08, 3.00, 1.00, 1.63
2.72, 3.11, 3.00, 3.00, 1.64
2.72, 3.11, 3.00, 1.50, 1.67
2.71, 3.11, 3.00, 3.00, 1.69
2.71, 3.09, 3.00, 1.50, 1.71
2.70, 3.08, 3.00, 2.50, 1.74
2.70, 3.06, 3.00, 2.00, 1.77
2.69, 3.06, 3.00, 2.00, 1.79
2.69, 3.04, 3.00, 2.50, 1.82
2.69, 3.03, 3.00, 2.00, 1.85
2.68, 3.02, 3.00, 2.50, 1.87
2.68, 3.03, 3.00, 2.50, 1.90
