kps 0.3
kis 0.7

kpp 30
kip 120
kdp 0.5

pitch set point, pitch, speed set point, speed, filtered speed
1.93, 2.47, 3.00, 2.50, 2.95
1.92, 2.41, 3.00, 4.00, 2.98
1.91, 2.39, 3.00, 3.50, 3.01
1.90, 2.37, 3.00, 3.00, 3.04
1.89, 2.37, 3.00, 3.00, 3.06
1.89, 2.37, 3.00, 3.50, 3.08
1.88, 2.37, 3.00, 2.50, 3.10
1.87, 2.33, 3.00, 4.50, 3.12
1.87, 2.33, 3.00, 2.00, 3.14
1.86, 2.32, 3.00, 4.50, 3.16
1.86, 2.31, 3.00, 3.00, 3.18
1.85, 2.31, 3.00, 3.00, 3.20
1.84, 2.28, 3.00, 4.00, 3.21
1.84, 2.28, 3.00, 2.00, 3.23
1.84, 2.27, 3.00, 4.00, 3.24
1.83, 2.27, 3.00, 3.50, 3.25
1.83, 2.25, 3.00, 3.50, 3.26
1.82, 2.21, 3.00, 3.00, 3.27
1.82, 2.16, 3.00, 3.50, 3.28
1.82, 2.15, 3.00, 3.50, 3.29
1.81, 2.15, 3.00, 2.00, 3.30
1.81, 2.11, 3.00, 4.00, 3.30
1.81, 2.07, 3.00, 3.50, 3.30
1.81, 2.07, 3.00, 4.00, 3.31
1.80, 2.07, 3.00, 3.00, 3.32
1.80, 2.07, 3.00, 3.50, 3.32
1.80, 2.07, 3.00, 2.50, 3.33
1.80, 2.03, 3.00, 4.50, 3.33
1.79, 2.03, 3.00, 3.00, 3.34
1.79, 1.99, 3.00, 4.50, 3.35
1.78, 1.96, 3.00, 4.00, 3.36
1.78, 1.90, 3.00, 3.00, 3.38
1.77, 1.88, 3.00, 3.50, 3.39
1.77, 1.88, 3.00, 3.00, 3.40
1.76, 1.86, 3.00, 4.50, 3.41
1.76, 1.86, 3.00, 3.00, 3.43
1.75, 1.80, 3.00, 4.00, 3.44
1.75, 1.79, 3.00, 3.50, 3.45
1.74, 1.76, 3.00, 4.00, 3.47
1.74, 1.74, 3.00, 3.50, 3.48
1.73, 1.74, 3.00, 3.00, 3.49
1.73, 1.68, 3.00, 4.00, 3.50
1.72, 1.67, 3.00, 3.50, 3.51
1.72, 1.67, 3.00, 3.50, 3.52
1.72, 1.66, 3.00, 3.50, 3.53
1.71, 1.64, 3.00, 4.00, 3.54
1.71, 1.64, 3.00, 3.50, 3.55
1.70, 1.64, 3.00, 2.00, 3.55
1.70, 1.57, 3.00, 4.50, 3.55
1.70, 1.59, 3.00, 3.00, 3.55
1.70, 1.56, 3.00, 3.50, 3.55
1.70, 1.52, 3.00, 3.50, 3.55
1.70, 1.49, 3.00, 3.50, 3.54
1.70, 1.49, 3.00, 2.00, 3.54
1.70, 1.49, 3.00, 4.50, 3.53
1.70, 1.49, 3.00, 2.50, 3.52
1.71, 1.44, 3.00, 4.50, 3.51
1.71, 1.43, 3.00, 3.50, 3.50
1.71, 1.42, 3.00, 3.50, 3.50
1.70, 1.44, 3.00, 4.00, 3.50
1.70, 1.44, 3.00, 2.50, 3.49
1.70, 1.38, 3.00, 4.50, 3.49
1.70, 1.36, 3.00, 3.50, 3.49
1.70, 1.33, 3.00, 3.50, 3.50
1.70, 1.29, 3.00, 3.50, 3.50
1.69, 1.30, 3.00, 3.00, 3.50
1.69, 1.29, 3.00, 3.50, 3.50
1.69, 1.29, 3.00, 2.50, 3.49
1.69, 1.28, 3.00, 4.00, 3.49
1.70, 1.26, 3.00, 3.50, 3.48
1.69, 1.26, 3.00, 4.00, 3.48
1.69, 1.28, 3.00, 3.00, 3.48
1.69, 1.25, 3.00, 3.50, 3.47
1.69, 1.25, 3.00, 2.00, 3.47
1.70, 1.24, 3.00, 4.50, 3.46
1.70, 1.24, 3.00, 3.00, 3.45
1.70, 1.21, 3.00, 3.50, 3.44
1.70, 1.17, 3.00, 3.00, 3.44
1.70, 1.15, 3.00, 3.50, 3.43
1.70, 1.14, 3.00, 3.00, 3.42
1.70, 1.14, 3.00, 2.00, 3.41
1.71, 1.19, 3.00, 4.50, 3.39
1.71, 1.19, 3.00, 2.00, 3.37
1.71, 1.19, 3.00, 4.00, 3.36
1.72, 1.20, 3.00, 3.00, 3.34
1.72, 1.21, 3.00, 3.50, 3.33
1.72, 1.21, 3.00, 2.50, 3.32
1.73, 1.21, 3.00, 2.50, 3.30
1.73, 1.18, 3.00, 4.50, 3.29
1.73, 1.17, 3.00, 3.00, 3.27
1.74, 1.15, 3.00, 3.00, 3.26
1.74, 1.14, 3.00, 3.00, 3.25
1.74, 1.13, 3.00, 3.00, 3.24
1.74, 1.13, 3.00, 3.50, 3.23
1.75, 1.13, 3.00, 1.50, 3.22
1.75, 1.13, 3.00, 4.50, 3.20
1.76, 1.13, 3.00, 2.50, 3.19
1.76, 1.14, 3.00, 3.50, 3.18
1.76, 1.17, 3.00, 2.50, 3.17
1.76, 1.15, 3.00, 3.00, 3.16
1.77, 1.15, 3.00, 2.50, 3.14
1.77, 1.16, 3.00, 3.50, 3.13
1.78, 1.16, 3.00, 2.00, 3.11
1.78, 1.17, 3.00, 3.50, 3.09
1.79, 1.20, 3.00, 3.00, 3.08
1.79, 1.18, 3.00, 2.50, 3.06
1.79, 1.19, 3.00, 3.00, 3.05
1.80, 1.19, 3.00, 2.00, 3.03
1.81, 1.18, 3.00, 3.50, 3.01
1.81, 1.20, 3.00, 3.00, 3.00
1.81, 1.17, 3.00, 2.50, 2.98
1.82, 1.19, 3.00, 2.50, 2.97
1.82, 1.19, 3.00, 2.50, 2.95
1.83, 1.21, 3.00, 3.00, 2.93
1.84, 1.21, 3.00, 2.00, 2.91
1.84, 1.23, 3.00, 3.50, 2.89
1.85, 1.24, 3.00, 2.00, 2.87
1.85, 1.26, 3.00, 3.00, 2.86
1.86, 1.27, 3.00, 2.50, 2.84
1.87, 1.29, 3.00, 2.00, 2.82
1.87, 1.30, 3.00, 2.50, 2.80
1.88, 1.30, 3.00, 2.00, 2.77
1.89, 1.33, 3.00, 3.00, 2.75
1.90, 1.34, 3.00, 2.50, 2.73
1.90, 1.37, 3.00, 2.50, 2.71
1.91, 1.40, 3.00, 2.50, 2.69
1.92, 1.42, 3.00, 2.00, 2.67
1.92, 1.42, 3.00, 2.00, 2.64
1.93, 1.45, 3.00, 3.00, 2.62
1.94, 1.45, 3.00, 2.00, 2.60
1.95, 1.49, 3.00, 3.00, 2.58
1.95, 1.51, 3.00, 2.00, 2.56
1.96, 1.54, 3.00, 2.50, 2.55
1.97, 1.56, 3.00, 2.50, 2.53
1.97, 1.56, 3.00, 1.00, 2.51
1.98, 1.58, 3.00, 3.00, 2.49
1.99, 1.59, 3.00, 2.50, 2.47
2.00, 1.61, 3.00, 1.50, 2.45
2.00, 1.68, 3.00, 1.50, 2.43
2.01, 1.71, 3.00, 1.50, 2.40
2.03, 1.76, 3.00, 2.00, 2.37
2.04, 1.76, 3.00, 0.50, 2.33
2.05, 1.84, 3.00, 2.00, 2.29
2.07, 1.89, 3.00, 1.50, 2.25
2.08, 1.95, 3.00, 1.50, 2.21
2.10, 2.00, 3.00, 1.50, 2.16
2.11, 2.07, 3.00, 1.50, 2.12
2.13, 2.07, 3.00, 1.50, 2.07
2.15, 2.18, 3.00, 2.50, 2.03
2.16, 2.18, 3.00, 2.00, 2.00
2.17, 2.30, 3.00, 2.50, 1.97
2.18, 2.46, 3.00, 2.00, 1.95
2.19, 2.42, 3.00, 2.00, 1.93
2.19, 2.43, 3.00, 2.00, 1.91
2.20, 2.43, 3.00, 1.00, 1.90
2.21, 2.45, 3.00, 2.50, 1.89
2.22, 2.45, 3.00, 0.50, 1.87
2.23, 2.52, 3.00, 2.00, 1.85
2.23, 2.58, 3.00, 2.50, 1.84
2.24, 2.66, 3.00, 1.50, 1.82
2.25, 2.75, 3.00, 2.00, 1.82
2.25, 2.75, 3.00, 1.00, 1.80
2.26, 2.81, 3.00, 3.00, 1.80
2.26, 2.83, 3.00, 2.00, 1.79
2.27, 2.84, 3.00, 2.50, 1.79
2.27, 2.84, 3.00, 2.00, 1.80
2.27, 2.83, 3.00, 1.50, 1.81
2.27, 2.83, 3.00, 2.50, 1.81
2.27, 2.83, 3.00, 1.50, 1.82
2.27, 2.88, 3.00, 2.50, 1.83
2.27, 2.92, 3.00, 2.50, 1.84
2.27, 2.94, 3.00, 2.00, 1.86
2.27, 2.95, 3.00, 2.50, 1.87
2.27, 2.96, 3.00, 2.50, 1.89
2.26, 2.96, 3.00, 1.50, 1.91
2.26, 2.97, 3.00, 3.00, 1.93
2.26, 2.97, 3.00, 1.50, 1.95
2.25, 2.97, 3.00, 3.50, 1.97
2.25, 2.99, 3.00, 2.50, 2.00
2.24, 2.99, 3.00, 2.50, 2.03
2.24, 3.02, 3.00, 3.00, 2.06
2.23, 3.02, 3.00, 1.50, 2.09
2.22, 3.03, 3.00, 4.00, 2.12
2.21, 3.04, 3.00, 3.00, 2.16
2.20, 3.03, 3.00, 2.50, 2.20
2.19, 3.02, 3.00, 3.00, 2.24
2.18, 3.00, 3.00, 3.00, 2.28
2.17, 2.98, 3.00, 3.50, 2.32
2.16, 2.98, 3.00, 2.00, 2.37
2.15, 3.00, 3.00, 3.50, 2.41
2.14, 2.97, 3.00, 3.50, 2.45
2.13, 2.96, 3.00, 3.00, 2.50
2.11, 2.95, 3.00, 3.00, 2.54
2.10, 2.97, 3.00, 3.50, 2.59
2.09, 2.97, 3.00, 2.00, 2.63
2.08, 2.97, 3.00, 4.00, 2.67
2.07, 2.97, 3.00, 2.50, 2.71
2.06, 2.97, 3.00, 4.00, 2.75
2.05, 2.94, 3.00, 3.00, 2.79
2.03, 2.92, 3.00, 4.00, 2.83
2.02, 2.90, 3.00, 3.00, 2.87
2.01, 2.90, 3.00, 2.50, 2.91
2.00, 2.89, 3.00, 4.00, 2.94
1.99, 2.89, 3.00, 2.50, 2.98
1.98, 2.87, 3.00, 4.00, 3.01
1.97, 2.87, 3.00, 3.50, 3.04
1.96, 2.85, 3.00, 3.50, 3.07
1.95, 2.85, 3.00, 3.50, 3.11
1.94, 2.85, 3.00, 3.00, 3.14
1.93, 2.84, 3.00, 4.00, 3.17
1.92, 2.80, 3.00, 3.50, 3.19
1.91, 2.76, 3.00, 4.00, 3.23
1.90, 2.76, 3.00, 3.50, 3.26
1.89, 2.71, 3.00, 3.50, 3.29
1.88, 2.71, 3.00, 4.00, 3.32
1.87, 2.71, 3.00, 2.50, 3.35
1.87, 2.66, 3.00, 4.50, 3.37
1.86, 2.66, 3.00, 4.00, 3.40
1.85, 2.65, 3.00, 3.50, 3.42
1.84, 2.64, 3.00, 4.00, 3.45
1.83, 2.61, 3.00, 3.50, 3.48
1.82, 2.61, 3.00, 2.50, 3.50
1.81, 2.56, 3.00, 5.00, 3.52
1.81, 2.56, 3.00, 3.00, 3.54
1.80, 2.54, 3.00, 4.50, 3.56
1.79, 2.49, 3.00, 3.50, 3.58
1.78, 2.46, 3.00, 3.50, 3.60
1.78, 2.43, 3.00, 4.50, 3.61
1.77, 2.43, 3.00, 2.50, 3.63
1.76, 2.40, 3.00, 5.50, 3.65
1.76, 2.40, 3.00, 2.50, 3.66
1.75, 2.37, 3.00, 5.00, 3.68
1.74, 2.33, 3.00, 4.50, 3.70
1.73, 2.28, 3.00, 4.00, 3.73
1.72, 2.25, 3.00, 4.00, 3.75
1.71, 2.25, 3.00, 2.50, 3.77
1.71, 2.15, 3.00, 5.50, 3.79
1.70, 2.13, 3.00, 4.00, 3.81
1.69, 2.13, 3.00, 4.00, 3.83
1.68, 2.10, 3.00, 4.50, 3.85
1.67, 2.10, 3.00, 4.00, 3.88
1.66, 2.08, 3.00, 4.50, 3.90
1.65, 2.08, 3.00, 2.50, 3.92
1.65, 2.01, 3.00, 5.50, 3.94
1.64, 1.97, 3.00, 4.00, 3.95
1.63, 1.91, 3.00, 4.00, 3.97
1.62, 1.86, 3.00, 4.00, 3.99
1.61, 1.84, 3.00, 4.50, 4.01
1.61, 1.84, 3.00, 2.50, 4.02
1.60, 1.81, 3.00, 5.00, 4.03
1.60, 1.81, 3.00, 3.50, 4.03
1.59, 1.80, 3.00, 5.00, 4.04
1.59, 1.77, 3.00, 4.00, 4.05
1.58, 1.72, 3.00, 4.50, 4.06
1.57, 1.66, 3.00, 4.50, 4.07
1.57, 1.66, 3.00, 2.50, 4.08
1.56, 1.59, 3.00, 5.50, 4.09
1.56, 1.56, 3.00, 4.00, 4.10
1.55, 1.50, 3.00, 4.50, 4.11
1.54, 1.47, 3.00, 4.00, 4.12
1.54, 1.44, 3.00, 4.50, 4.13
1.53, 1.45, 3.00, 4.00, 4.14
1.53, 1.45, 3.00, 3.50, 4.15
1.52, 1.41, 3.00, 5.50, 4.15
1.51, 1.35, 3.00, 3.50, 4.16
1.51, 1.29, 3.00, 4.50, 4.17
1.50, 1.25, 3.00, 4.00, 4.18
1.50, 1.25, 3.00, 4.00, 4.18
1.50, 1.25, 3.00, 2.50, 4.18
1.49, 1.21, 3.00, 5.00, 4.18
1.49, 1.21, 3.00, 3.50, 4.17
1.49, 1.20, 3.00, 5.00, 4.16
1.49, 1.14, 3.00, 3.50, 4.16
1.49, 1.09, 3.00, 4.50, 4.15
1.49, 1.06, 3.00, 3.50, 4.15
1.49, 1.06, 3.00, 2.50, 4.14
1.49, 1.01, 3.00, 5.50, 4.12
1.49, 1.01, 3.00, 2.50, 4.11
1.49, 0.96, 3.00, 5.00, 4.09
1.49, 0.94, 3.00, 4.00, 4.08
1.49, 0.91, 3.00, 3.50, 4.07
1.49, 0.89, 3.00, 4.50, 4.06
1.49, 0.89, 3.00, 2.50, 4.05
1.49, 0.83, 3.00, 5.00, 4.03
1.49, 0.80, 3.00, 4.50, 4.02
1.49, 0.82, 3.00, 4.00, 4.02
1.49, 0.79, 3.00, 3.50, 4.01
1.49, 0.72, 3.00, 4.50, 4.01
1.49, 0.69, 3.00, 3.50, 4.00
1.49, 0.69, 3.00, 2.50, 4.00
1.49, 0.66, 3.00, 5.00, 3.98
1.49, 0.66, 3.00, 3.50, 3.97
1.49, 0.62, 3.00, 4.50, 3.96
1.49, 0.59, 3.00, 4.00, 3.96
1.49, 0.56, 3.00, 3.00, 3.95
1.49, 0.56, 3.00, 3.00, 3.94
1.49, 0.51, 3.00, 4.50, 3.92
1.49, 0.51, 3.00, 3.00, 3.91
1.49, 0.45, 3.00, 4.00, 3.89
1.50, 0.46, 3.00, 3.50, 3.88
1.50, 0.44, 3.00, 3.50, 3.86
1.50, 0.37, 3.00, 4.00, 3.84
1.51, 0.37, 3.00, 2.00, 3.83
1.51, 0.31, 3.00, 4.50, 3.80
1.51, 0.31, 3.00, 3.00, 3.78
1.52, 0.31, 3.00, 3.00, 3.76
1.53, 0.29, 3.00, 3.00, 3.73
1.53, 0.27, 3.00, 3.50, 3.70
1.54, 0.26, 3.00, 2.50, 3.67
1.55, 0.26, 3.00, 2.00, 3.63
1.56, 0.18, 3.00, 3.00, 3.59
1.57, 0.24, 3.00, 2.50, 3.54
1.59, 0.35, 3.00, 1.50, 3.49
1.60, 0.50, 3.00, 2.00, 3.43
1.62, 0.60, 3.00, 2.50, 3.36
1.64, 0.59, 3.00, 2.50, 3.30
1.66, 0.59, 3.00, 1.50, 3.23
1.68, 0.61, 3.00, 3.50, 3.16
1.70, 0.71, 3.00, 2.00, 3.10
1.72, 0.81, 3.00, 2.50, 3.04
1.74, 0.83, 3.00, 2.00, 2.98
1.76, 0.82, 3.00, 2.00, 2.92
1.77, 0.82, 3.00, 2.00, 2.86
1.79, 0.94, 3.00, 2.00, 2.79
1.81, 0.94, 3.00, 2.00, 2.73
1.83, 1.02, 3.00, 2.00, 2.68
1.85, 1.01, 3.00, 2.00, 2.62
1.87, 1.03, 3.00, 2.00, 2.56
1.88, 1.09, 3.00, 2.00, 2.51
1.90, 1.09, 3.00, 0.50, 2.45
1.92, 1.19, 3.00, 2.50, 2.39
1.94, 1.24, 3.00, 2.00, 2.34
1.96, 1.30, 3.00, 2.00, 2.29
1.97, 1.34, 3.00, 2.00, 2.24
1.99, 1.35, 3.00, 2.50, 2.20
2.00, 1.36, 3.00, 2.00, 2.17
2.01, 1.36, 3.00, 0.50, 2.13
2.03, 1.40, 3.00, 3.00, 2.10
2.04, 1.43, 3.00, 1.50, 2.07
2.05, 1.47, 3.00, 2.00, 2.04
2.06, 1.51, 3.00, 1.50, 2.01
2.07, 1.57, 3.00, 2.00, 1.98
2.08, 1.57, 3.00, 1.50, 1.96
2.09, 1.63, 3.00, 2.00, 1.94
2.10, 1.63, 3.00, 1.50, 1.91
2.11, 1.67, 3.00, 2.50, 1.89
2.12, 1.69, 3.00, 2.00, 1.88
2.12, 1.69, 3.00, 2.00, 1.87
2.13, 1.70, 3.00, 1.50, 1.86
2.14, 1.70, 3.00, 1.50, 1.85
2.14, 1.73, 3.00, 2.50, 1.84
2.15, 1.75, 3.00, 1.50, 1.83
2.15, 1.78, 3.00, 2.00, 1.83
2.16, 1.80, 3.00, 2.00, 1.82
2.16, 1.84, 3.00, 2.00, 1.82
2.16, 1.86, 3.00, 2.00, 1.82
2.17, 1.86, 3.00, 1.50, 1.82
2.17, 1.91, 3.00, 3.00, 1.82
2.17, 1.91, 3.00, 2.00, 1.83
2.17, 1.92, 3.00, 2.00, 1.84
2.17, 1.91, 3.00, 2.50, 1.85
2.17, 1.92, 3.00, 2.00, 1.86
2.17, 1.90, 3.00, 2.50, 1.88
2.17, 1.90, 3.00, 1.50, 1.90
2.17, 1.93, 3.00, 3.00, 1.91
2.16, 1.95, 3.00, 2.50, 1.93
2.16, 1.96, 3.00, 2.50, 1.95
2.15, 1.97, 3.00, 2.50, 1.98
2.15, 1.98, 3.00, 2.50, 2.01
2.14, 1.98, 3.00, 2.00, 2.03
2.14, 1.98, 3.00, 2.50, 2.06
2.13, 1.98, 3.00, 2.00, 2.08
2.13, 1.95, 3.00, 3.50, 2.11
2.12, 1.96, 3.00, 2.50, 2.14
2.12, 1.95, 3.00, 2.50, 2.17
2.11, 1.96, 3.00, 2.50, 2.20
2.10, 1.96, 3.00, 1.50, 2.22
2.10, 1.96, 3.00, 3.50, 2.24
2.09, 1.97, 3.00, 3.00, 2.27
2.09, 1.97, 3.00, 2.00, 2.30
2.08, 1.98, 3.00, 3.00, 2.33
2.07, 1.98, 3.00, 3.00, 2.35
2.07, 1.98, 3.00, 2.00, 2.38
2.06, 1.98, 3.00, 2.00, 2.40
2.06, 1.97, 3.00, 3.50, 2.42
2.05, 1.97, 3.00, 2.50, 2.44
2.05, 1.96, 3.00, 2.50, 2.46
2.05, 1.98, 3.00, 3.00, 2.48
2.04, 1.96, 3.00, 2.00, 2.50
2.04, 1.96, 3.00, 2.00, 2.51
2.04, 1.97, 3.00, 3.50, 2.52
2.03, 1.97, 3.00, 1.50, 2.53
2.03, 1.98, 3.00, 3.50, 2.54
2.03, 1.97, 3.00, 2.50, 2.55
2.03, 1.97, 3.00, 3.00, 2.56
2.03, 1.95, 3.00, 2.00, 2.57
2.03, 1.95, 3.00, 1.50, 2.58
2.03, 1.94, 3.00, 3.50, 2.58
2.03, 1.94, 3.00, 2.00, 2.58
2.03, 1.95, 3.00, 3.50, 2.58
2.03, 1.96, 3.00, 3.00, 2.59
2.03, 1.95, 3.00, 2.50, 2.59
2.03, 1.94, 3.00, 2.00, 2.60
2.03, 1.94, 3.00, 2.50, 2.60
2.03, 1.93, 3.00, 3.50, 2.61
2.03, 1.95, 3.00, 3.00, 2.61
2.03, 1.93, 3.00, 2.50, 2.62
2.02, 1.91, 3.00, 3.00, 2.63
2.02, 1.89, 3.00, 2.50, 2.64
2.02, 1.88, 3.00, 3.00, 2.65
2.02, 1.88, 3.00, 1.50, 2.66
2.02, 1.88, 3.00, 3.50, 2.66
2.02, 1.88, 3.00, 3.00, 2.66
2.02, 1.88, 3.00, 2.50, 2.67
2.02, 1.87, 3.00, 2.50, 2.68
2.02, 1.86, 3.00, 3.00, 2.68
2.02, 1.86, 3.00, 2.00, 2.69
2.02, 1.84, 3.00, 4.00, 2.69
2.02, 1.84, 3.00, 2.00, 2.70
2.01, 1.81, 3.00, 3.50, 2.70
2.01, 1.80, 3.00, 2.50, 2.71
2.01, 1.80, 3.00, 3.00, 2.72
2.01, 1.79, 3.00, 2.50, 2.73
2.01, 1.79, 3.00, 2.50, 2.73
2.01, 1.76, 3.00, 3.00, 2.73
2.01, 1.76, 3.00, 2.50, 2.74
2.01, 1.75, 3.00, 3.50, 2.74
2.01, 1.72, 3.00, 2.00, 2.75
2.01, 1.75, 3.00, 2.50, 2.75
2.01, 1.74, 3.00, 2.00, 2.75
2.01, 1.74, 3.00, 2.00, 2.74
2.02, 1.76, 3.00, 2.50, 2.72
2.02, 1.79, 3.00, 2.50, 2.71
2.03, 1.82, 3.00, 2.50, 2.70
2.03, 1.84, 3.00, 2.50, 2.68
2.04, 1.85, 3.00, 2.50, 2.67
2.04, 1.85, 3.00, 2.00, 2.65
2.05, 1.85, 3.00, 2.50, 2.63
2.06, 1.85, 3.00, 2.00, 2.62
2.06, 1.84, 3.00, 3.00, 2.60
2.07, 1.84, 3.00, 2.00, 2.58
2.07, 1.83, 3.00, 2.50, 2.56
2.08, 1.85, 3.00, 2.00, 2.55
2.09, 1.85, 3.00, 1.50, 2.53
2.10, 1.89, 3.00, 3.00, 2.50
2.10, 1.89, 3.00, 2.00, 2.48
2.11, 1.89, 3.00, 3.00, 2.47
2.12, 1.88, 3.00, 2.50, 2.45
2.12, 1.88, 3.00, 2.50, 2.44
2.13, 1.86, 3.00, 2.00, 2.43
2.13, 1.86, 3.00, 2.00, 2.42
2.14, 1.87, 3.00, 2.50, 2.41
2.14, 1.87, 3.00, 2.50, 2.40
2.15, 1.93, 3.00, 2.00, 2.39
2.15, 1.95, 3.00, 2.50, 2.38
2.15, 1.96, 3.00, 2.50, 2.37
2.16, 1.96, 3.00, 2.50, 2.36
2.16, 1.96, 3.00, 1.50, 2.36
2.17, 1.97, 3.00, 3.00, 2.35
2.17, 1.96, 3.00, 2.50, 2.34
2.17, 1.97, 3.00, 1.50, 2.34
2.18, 1.97, 3.00, 2.50, 2.33
2.18, 1.97, 3.00, 2.00, 2.32
2.19, 1.97, 3.00, 1.50, 2.31
2.19, 1.99, 3.00, 3.00, 2.30
2.20, 1.99, 3.00, 1.50, 2.29
2.20, 2.02, 3.00, 2.00, 2.28
2.21, 2.04, 3.00, 2.50, 2.27
2.21, 2.07, 3.00, 2.00, 2.26
2.22, 2.07, 3.00, 2.00, 2.24
2.23, 2.07, 3.00, 1.00, 2.23
2.23, 2.12, 3.00, 2.00, 2.21
2.24, 2.12, 3.00, 2.00, 2.19
2.25, 2.15, 3.00, 2.00, 2.17
2.26, 2.16, 3.00, 1.50, 2.15
2.27, 2.18, 3.00, 2.00, 2.13
2.28, 2.20, 3.00, 2.00, 2.11
2.29, 2.20, 3.00, 1.50, 2.09
2.29, 2.25, 3.00, 2.00, 2.07
2.30, 2.26, 3.00, 2.00, 2.05
2.31, 2.27, 3.00, 1.50, 2.03
2.32, 2.26, 3.00, 2.00, 2.01
2.33, 2.27, 3.00, 1.50, 1.99
2.34, 2.27, 3.00, 1.50, 1.97
2.35, 2.30, 3.00, 2.00, 1.95
2.36, 2.30, 3.00, 1.00, 1.93
2.36, 2.34, 3.00, 2.50, 1.91
2.37, 2.36, 3.00, 1.50, 1.89
2.38, 2.39, 3.00, 2.00, 1.87
2.39, 2.42, 3.00, 1.00, 1.86
2.40, 2.42, 3.00, 2.00, 1.84
2.41, 2.45, 3.00, 2.00, 1.82
2.41, 2.45, 3.00, 1.50, 1.81
2.42, 2.48, 3.00, 2.50, 1.80
2.43, 2.50, 3.00, 1.50, 1.79
2.43, 2.50, 3.00, 2.00, 1.79
2.44, 2.48, 3.00, 2.00, 1.78
2.44, 2.48, 3.00, 1.50, 1.78
2.44, 2.50, 3.00, 2.50, 1.78
2.45, 2.51, 3.00, 2.00, 1.78
2.45, 2.53, 3.00, 2.00, 1.78
2.45, 2.54, 3.00, 2.00, 1.79
2.45, 2.56, 3.00, 2.50, 1.80
2.45, 2.57, 3.00, 1.50, 1.81
2.45, 2.57, 3.00, 2.00, 1.82
2.45, 2.57, 3.00, 2.50, 1.83
2.45, 2.58, 3.00, 2.00, 1.84
2.45, 2.58, 3.00, 2.50, 1.86
2.45, 2.59, 3.00, 2.00, 1.87
2.45, 2.59, 3.00, 2.00, 1.89
2.44, 2.59, 3.00, 1.50, 1.91
2.44, 2.61, 3.00, 2.50, 1.92
2.44, 2.61, 3.00, 1.50, 1.93
2.44, 2.62, 3.00, 2.50, 1.94
2.44, 2.65, 3.00, 2.50, 1.95
2.44, 2.67, 3.00, 2.00, 1.97
2.44, 2.66, 3.00, 2.50, 1.98
2.44, 2.66, 3.00, 1.50, 2.00
2.44, 2.68, 3.00, 3.00, 2.01
2.43, 2.69, 3.00, 2.00, 2.03
2.43, 2.71, 3.00, 2.00, 2.04
2.43, 2.70, 3.00, 2.00, 2.05
2.43, 2.72, 3.00, 2.00, 2.06
2.43, 2.72, 3.00, 2.00, 2.07
2.43, 2.72, 3.00, 1.50, 2.08
2.43, 2.74, 3.00, 2.50, 2.08
2.43, 2.76, 3.00, 2.50, 2.09
2.43, 2.77, 3.00, 2.00, 2.09
2.44, 2.79, 3.00, 2.00, 2.10
2.44, 2.80, 3.00, 2.00, 2.10
2.44, 2.80, 3.00, 2.00, 2.11
2.44, 2.80, 3.00, 1.50, 2.11
2.44, 2.82, 3.00, 3.00, 2.10
2.45, 2.84, 3.00, 1.50, 2.11
2.45, 2.86, 3.00, 2.50, 2.11
2.45, 2.88, 3.00, 2.00, 2.11
2.45, 2.89, 3.00, 2.00, 2.11
2.46, 2.89, 3.00, 2.00, 2.11
2.46, 2.90, 3.00, 2.50, 2.11
2.46, 2.90, 3.00, 1.50, 2.11
2.46, 2.91, 3.00, 2.50, 2.11
2.47, 2.93, 3.00, 2.50, 2.11
2.47, 2.93, 3.00, 2.00, 2.11
2.47, 2.96, 3.00, 2.50, 2.11
2.47, 2.96, 3.00, 1.50, 2.12
2.47, 2.98, 3.00, 3.00, 2.12
2.47, 3.00, 3.00, 2.50, 2.13
2.47, 3.00, 3.00, 2.50, 2.14
2.47, 3.00, 3.00, 2.50, 2.15
2.47, 2.97, 3.00, 2.50, 2.16
2.47, 2.97, 3.00, 2.00, 2.18
2.47, 2.97, 3.00, 2.00, 2.19
2.46, 2.99, 3.00, 2.50, 2.20
2.46, 3.01, 3.00, 2.50, 2.21
2.46, 3.01, 3.00, 3.00, 2.22
2.46, 3.03, 3.00, 2.50, 2.24
2.46, 3.03, 3.00, 2.50, 2.25
2.45, 3.03, 3.00, 2.00, 2.27
2.45, 3.04, 3.00, 3.50, 2.29
2.45, 3.04, 3.00, 1.50, 2.30
2.44, 3.04, 3.00, 3.50, 2.32
2.44, 3.04, 3.00, 3.00, 2.34
2.44, 3.04, 3.00, 2.00, 2.36
2.43, 3.04, 3.00, 2.50, 2.38
2.43, 3.04, 3.00, 2.00, 2.40
2.43, 3.02, 3.00, 3.50, 2.41
2.42, 3.02, 3.00, 2.00, 2.43
2.42, 3.02, 3.00, 3.50, 2.45
2.41, 3.01, 3.00, 3.00, 2.46
2.41, 3.02, 3.00, 3.00, 2.49
2.40, 2.99, 3.00, 2.50, 2.51
2.40, 2.99, 3.00, 2.00, 2.53
2.39, 2.98, 3.00, 4.00, 2.55
2.39, 2.98, 3.00, 2.50, 2.57
2.38, 2.98, 3.00, 3.00, 2.60
2.38, 2.97, 3.00, 3.00, 2.62
2.37, 2.96, 3.00, 3.50, 2.64
2.36, 2.96, 3.00, 2.50, 2.67
2.36, 2.96, 3.00, 2.00, 2.69
2.35, 2.95, 3.00, 4.00, 2.71
